Run_num,Dataset,Method,Percentage,accuracy_un_norm,accuracy_norm,precision,recall,f1_score_micro,f1_score_macro,test_set_size,time
1,homo_sapiens,Node2Vec,60,275,0.1767352185,0.1736676461,0.1767352185,0.1767352185,0.1130212675,1556,206.4543774
1,homo_sapiens,Node2Vec,70,200,0.1713796058,0.1532915485,0.1713796058,0.1713796058,0.1028717158,1167,206.4543774
1,homo_sapiens,Node2Vec,80,118,0.1516709512,0.1394007374,0.1516709512,0.1516709512,0.1048970989,778,206.4543774
1,homo_sapiens,Node2Vec,90,62,0.1593830334,0.1787661781,0.1593830334,0.1593830334,0.1214365301,389,206.4543774
2,homo_sapiens,Node2Vec,5,387,0.1047077922,0.09706117729,0.1047077922,0.1047077922,0.05433033444,3696,203.0180359
2,homo_sapiens,Node2Vec,10,397,0.1133961725,0.1448404609,0.1133961725,0.1133961725,0.06644445248,3501,203.0180359
2,homo_sapiens,Node2Vec,20,440,0.1413881748,0.1543662411,0.1413881748,0.1413881748,0.09262797938,3112,203.0180359
2,homo_sapiens,Node2Vec,30,371,0.1362467866,0.1368680077,0.1362467866,0.1362467866,0.08556426373,2723,203.0180359
2,homo_sapiens,Node2Vec,40,337,0.1443873179,0.1253532431,0.1443873179,0.1443873179,0.09914106204,2334,203.0180359
2,homo_sapiens,Node2Vec,50,303,0.1557840617,0.1324409063,0.1557840617,0.1557840617,0.1113821308,1945,203.0180359
2,homo_sapiens,Node2Vec,60,263,0.1690231362,0.140674224,0.1690231362,0.1690231362,0.1123837079,1556,203.0180359
2,homo_sapiens,Node2Vec,70,183,0.1568123393,0.1622050491,0.1568123393,0.1568123393,0.1048731438,1167,203.0180359
2,homo_sapiens,Node2Vec,80,111,0.1426735219,0.1533732667,0.1426735219,0.1426735219,0.08797605225,778,203.0180359
2,homo_sapiens,Node2Vec,90,61,0.1568123393,0.1906910904,0.1568123393,0.1568123393,0.1134314847,389,203.0180359
3,homo_sapiens,Node2Vec,5,368,0.09956709957,0.1883754286,0.09956709957,0.09956709957,0.0496439304,3696,204.6427097
3,homo_sapiens,Node2Vec,10,425,0.1213938875,0.1171471202,0.1213938875,0.1213938875,0.06364168161,3501,204.6427097
3,homo_sapiens,Node2Vec,20,421,0.1352827763,0.1354634168,0.1352827763,0.1352827763,0.08157580753,3112,204.6427097
3,homo_sapiens,Node2Vec,30,378,0.1388174807,0.1410760413,0.1388174807,0.1388174807,0.08644812243,2723,204.6427097
3,homo_sapiens,Node2Vec,40,327,0.1401028278,0.158716627,0.1401028278,0.1401028278,0.0927949112,2334,204.6427097
3,homo_sapiens,Node2Vec,50,325,0.1670951157,0.1496391168,0.1670951157,0.1670951157,0.1096540898,1945,204.6427097
3,homo_sapiens,Node2Vec,60,238,0.1529562982,0.1322532828,0.1529562982,0.1529562982,0.1012942111,1556,204.6427097
3,homo_sapiens,Node2Vec,70,192,0.1645244216,0.1396576131,0.1645244216,0.1645244216,0.1166195271,1167,204.6427097
3,homo_sapiens,Node2Vec,80,119,0.1529562982,0.1307481549,0.1529562982,0.1529562982,0.09895061543,778,204.6427097
3,homo_sapiens,Node2Vec,90,71,0.1825192802,0.2049051791,0.1825192802,0.1825192802,0.1186772438,389,204.6427097
4,homo_sapiens,Node2Vec,5,388,0.104978355,0.2030766276,0.104978355,0.104978355,0.05287078533,3696,208.08812
4,homo_sapiens,Node2Vec,10,385,0.1099685804,0.1516555469,0.1099685804,0.1099685804,0.06343534942,3501,208.08812
4,homo_sapiens,Node2Vec,20,411,0.1320694087,0.1521107903,0.1320694087,0.1320694087,0.08409778396,3112,208.08812
4,homo_sapiens,Node2Vec,30,373,0.1369812707,0.1326849982,0.1369812707,0.1369812707,0.08733592463,2723,208.08812
4,homo_sapiens,Node2Vec,40,353,0.1512425021,0.1262215852,0.1512425021,0.1512425021,0.09775172646,2334,208.08812
4,homo_sapiens,Node2Vec,50,287,0.1475578406,0.1372885934,0.1475578406,0.1475578406,0.09448602822,1945,208.08812
4,homo_sapiens,Node2Vec,60,288,0.1850899743,0.1698773921,0.1850899743,0.1850899743,0.1221205474,1556,208.08812
4,homo_sapiens,Node2Vec,70,196,0.1679520137,0.142628964,0.1679520137,0.1679520137,0.108515894,1167,208.08812
4,homo_sapiens,Node2Vec,80,136,0.1748071979,0.1558413328,0.1748071979,0.1748071979,0.09866900734,778,208.08812
4,homo_sapiens,Node2Vec,90,66,0.1696658098,0.1876659354,0.1696658098,0.1696658098,0.1168517754,389,208.08812
0,wiki,Node2Vec,5,1209,0.2663582287,0.247987738,0.2663582287,0.2663582287,0.03066560169,4539,1067.184771
0,wiki,Node2Vec,10,1151,0.2676744186,0.2480997312,0.2676744186,0.2676744186,0.03695776789,4300,1067.184771
0,wiki,Node2Vec,20,1142,0.2987964417,0.2919993762,0.2987964417,0.2987964417,0.05003463493,3822,1067.184771
0,wiki,Node2Vec,30,1051,0.3142942584,0.3117397508,0.3142942584,0.3142942584,0.05785947143,3344,1067.184771
0,wiki,Node2Vec,40,932,0.3250784792,0.3203129808,0.3250784792,0.3250784792,0.05812866981,2867,1067.184771
0,wiki,Node2Vec,50,790,0.3306822938,0.335347305,0.3306822938,0.3306822938,0.06565776612,2389,1067.184771
0,wiki,Node2Vec,60,650,0.3401360544,0.335220347,0.3401360544,0.3401360544,0.07368113388,1911,1067.184771
0,wiki,Node2Vec,70,498,0.3472803347,0.3388040068,0.3472803347,0.3472803347,0.09274398456,1434,1067.184771
0,wiki,Node2Vec,80,337,0.3525104603,0.3464175873,0.3525104603,0.3525104603,0.0990200688,956,1067.184771
0,wiki,Node2Vec,90,177,0.370292887,0.3771822817,0.370292887,0.370292887,0.1146618095,478,1067.184771
1,wiki,Node2Vec,5,1109,0.2443269443,0.2551317803,0.2443269443,0.2443269443,0.03199794878,4539,1055.510453
1,wiki,Node2Vec,10,1157,0.2690697674,0.2615469679,0.2690697674,0.2690697674,0.03602266758,4300,1055.510453
1,wiki,Node2Vec,20,1113,0.2912087912,0.2869172137,0.2912087912,0.2912087912,0.04912858455,3822,1055.510453
1,wiki,Node2Vec,30,1036,0.3098086124,0.3065427645,0.3098086124,0.3098086124,0.05828121692,3344,1055.510453
1,wiki,Node2Vec,40,905,0.3156609697,0.3214774907,0.3156609697,0.3156609697,0.06199848081,2867,1055.510453
1,wiki,Node2Vec,50,756,0.3164503977,0.3147558366,0.3164503977,0.3164503977,0.0683350201,2389,1055.510453
1,wiki,Node2Vec,60,620,0.3244374673,0.3120477557,0.3244374673,0.3244374673,0.06182869555,1911,1055.510453
1,wiki,Node2Vec,70,457,0.3186889819,0.3237123075,0.3186889819,0.3186889819,0.06593956186,1434,1055.510453
1,wiki,Node2Vec,80,329,0.3441422594,0.3273417272,0.3441422594,0.3441422594,0.1073747829,956,1055.510453
1,wiki,Node2Vec,90,174,0.3640167364,0.3711030101,0.3640167364,0.3640167364,0.1278351424,478,1055.510453
2,wiki,Node2Vec,5,1142,0.2515972681,0.2577495722,0.2515972681,0.2515972681,0.0363454286,4539,1058.768068
2,wiki,Node2Vec,10,1202,0.2795348837,0.2808583414,0.2795348837,0.2795348837,0.03757728675,4300,1058.768068
2,wiki,Node2Vec,20,1161,0.3037676609,0.3062817756,0.3037676609,0.3037676609,0.05342654632,3822,1058.768068
2,wiki,Node2Vec,30,1042,0.3116028708,0.3156154583,0.3116028708,0.3116028708,0.05485731874,3344,1058.768068
2,wiki,Node2Vec,40,989,0.3449598884,0.3282699122,0.3449598884,0.3449598884,0.05884177957,2867,1058.768068
2,wiki,Node2Vec,50,812,0.3398911679,0.3145124505,0.3398911679,0.3398911679,0.06480715278,2389,1058.768068
2,wiki,Node2Vec,60,637,0.3333333333,0.3252084467,0.3333333333,0.3333333333,0.07859272141,1911,1058.768068
2,wiki,Node2Vec,70,515,0.3591352859,0.351680531,0.3591352859,0.3591352859,0.1072678296,1434,1058.768068
2,wiki,Node2Vec,80,318,0.3326359833,0.3236205716,0.3326359833,0.3326359833,0.08032212782,956,1058.768068
2,wiki,Node2Vec,90,172,0.359832636,0.3556512561,0.359832636,0.359832636,0.1593951569,478,1058.768068
3,wiki,Node2Vec,5,1205,0.2654769773,0.280814899,0.2654769773,0.2654769773,0.03630545951,4539,1055.079585
3,wiki,Node2Vec,10,1232,0.2865116279,0.2715428891,0.2865116279,0.2865116279,0.03974526859,4300,1055.079585
3,wiki,Node2Vec,20,1123,0.2938252224,0.3001296877,0.2938252224,0.2938252224,0.04636905823,3822,1055.079585
3,wiki,Node2Vec,30,1007,0.3011363636,0.2890161596,0.3011363636,0.3011363636,0.04943683196,3344,1055.079585
3,wiki,Node2Vec,40,914,0.3188001395,0.3192978028,0.3188001395,0.3188001395,0.05751039796,2867,1055.079585
3,wiki,Node2Vec,50,799,0.3344495605,0.3314526264,0.3344495605,0.3344495605,0.06651409109,2389,1055.079585
3,wiki,Node2Vec,60,656,0.3432757718,0.3252146577,0.3432757718,0.3432757718,0.07136023219,1911,1055.079585
3,wiki,Node2Vec,70,494,0.3444909344,0.3188944177,0.3444909344,0.3444909344,0.06510224443,1434,1055.079585
3,wiki,Node2Vec,80,311,0.3253138075,0.3132782022,0.3253138075,0.3253138075,0.08661109274,956,1055.079585
3,wiki,Node2Vec,90,142,0.2970711297,0.3497564178,0.2970711297,0.2970711297,0.1136956499,478,1055.079585
4,wiki,Node2Vec,5,1202,0.2648160388,0.2663654074,0.2648160388,0.2648160388,0.03448900551,4539,1068.656947
4,wiki,Node2Vec,10,1202,0.2795348837,0.2741410145,0.2795348837,0.2795348837,0.04177067838,4300,1068.656947
4,wiki,Node2Vec,20,1061,0.277603349,0.2819473182,0.277603349,0.277603349,0.04608415305,3822,1068.656947
4,wiki,Node2Vec,30,1055,0.3154904306,0.300833805,0.3154904306,0.3154904306,0.05670937865,3344,1068.656947
4,wiki,Node2Vec,40,930,0.3243808859,0.3096303792,0.3243808859,0.3243808859,0.05886889255,2867,1068.656947
4,wiki,Node2Vec,50,762,0.3189619087,0.3011464718,0.3189619087,0.3189619087,0.06097281056,2389,1068.656947
4,wiki,Node2Vec,60,668,0.3495552067,0.3307693233,0.3495552067,0.3495552067,0.07684089224,1911,1068.656947
4,wiki,Node2Vec,70,512,0.3570432357,0.3528101853,0.3570432357,0.3570432357,0.07716607796,1434,1068.656947
4,wiki,Node2Vec,80,323,0.3378661088,0.3411106264,0.3378661088,0.3378661088,0.1110813133,956,1068.656947
4,wiki,Node2Vec,90,153,0.320083682,0.3250783408,0.320083682,0.320083682,0.1009039311,478,1068.656947
0,homo_sapiens,line,5,365,0.09875541126,0.2910278489,0.09875541126,0.09875541126,0.04413605443,3696,12.98765278
0,homo_sapiens,line,10,379,0.1082547843,0.2752813776,0.1082547843,0.1082547843,0.05358074338,3501,12.98765278
0,homo_sapiens,line,20,371,0.1192159383,0.1762054194,0.1192159383,0.1192159383,0.06544357553,3112,12.98765278
0,homo_sapiens,line,30,372,0.1366140286,0.1810125302,0.1366140286,0.1366140286,0.08005493185,2723,12.98765278
0,homo_sapiens,line,40,312,0.1336760925,0.1849754012,0.1336760925,0.1336760925,0.08205911012,2334,12.98765278
0,homo_sapiens,line,50,266,0.1367609254,0.2006431864,0.1367609254,0.1367609254,0.07928714804,1945,12.98765278
0,homo_sapiens,line,60,225,0.1446015424,0.1800675926,0.1446015424,0.1446015424,0.0936758177,1556,12.98765278
0,homo_sapiens,line,70,186,0.1593830334,0.1788175193,0.1593830334,0.1593830334,0.1024214888,1167,12.98765278
0,homo_sapiens,line,80,133,0.1709511568,0.2033192942,0.1709511568,0.1709511568,0.1012876192,778,12.98765278
0,homo_sapiens,line,90,55,0.1413881748,0.2175450867,0.1413881748,0.1413881748,0.08570272505,389,12.98765278
1,homo_sapiens,line,5,347,0.09388528139,0.2862491135,0.09388528139,0.09388528139,0.03983817578,3696,9.404488564
1,homo_sapiens,line,10,356,0.1016852328,0.2501016279,0.1016852328,0.1016852328,0.04833795523,3501,9.404488564
1,homo_sapiens,line,20,339,0.108933162,0.1894272389,0.108933162,0.108933162,0.06097456533,3112,9.404488564
1,homo_sapiens,line,30,381,0.1399192068,0.1463067772,0.1399192068,0.1399192068,0.07653727533,2723,9.404488564
1,homo_sapiens,line,40,336,0.1439588689,0.1774635735,0.1439588689,0.1439588689,0.08303388596,2334,9.404488564
1,homo_sapiens,line,50,284,0.1460154242,0.1689459222,0.1460154242,0.1460154242,0.09473888744,1945,9.404488564
1,homo_sapiens,line,60,223,0.1433161954,0.1827288131,0.1433161954,0.1433161954,0.08420956761,1556,9.404488564
1,homo_sapiens,line,70,170,0.145672665,0.1936713656,0.145672665,0.145672665,0.0972850679,1167,9.404488564
1,homo_sapiens,line,80,139,0.1786632391,0.2579485621,0.1786632391,0.1786632391,0.1051897988,778,9.404488564
1,homo_sapiens,line,90,75,0.1928020566,0.2708140827,0.1928020566,0.1928020566,0.1401792066,389,9.404488564
2,homo_sapiens,line,5,358,0.09686147186,0.3205888169,0.09686147186,0.09686147186,0.04977828465,3696,9.29187417
2,homo_sapiens,line,10,384,0.1096829477,0.2702747993,0.1096829477,0.1096829477,0.05194262517,3501,9.29187417
2,homo_sapiens,line,20,417,0.1339974293,0.1956838747,0.1339974293,0.1339974293,0.06944886021,3112,9.29187417
2,homo_sapiens,line,30,388,0.1424899008,0.1640714153,0.1424899008,0.1424899008,0.08400165446,2723,9.29187417
2,homo_sapiens,line,40,322,0.1379605827,0.1922390911,0.1379605827,0.1379605827,0.08541037278,2334,9.29187417
2,homo_sapiens,line,50,271,0.1393316195,0.2122190572,0.1393316195,0.1393316195,0.07976355224,1945,9.29187417
2,homo_sapiens,line,60,233,0.1497429306,0.1671688306,0.1497429306,0.1497429306,0.08928812773,1556,9.29187417
2,homo_sapiens,line,70,188,0.1610968295,0.2259045236,0.1610968295,0.1610968295,0.1084532804,1167,9.29187417
2,homo_sapiens,line,80,136,0.1748071979,0.2233099608,0.1748071979,0.1748071979,0.1206303151,778,9.29187417
2,homo_sapiens,line,90,49,0.1259640103,0.2117839321,0.1259640103,0.1259640103,0.07280844323,389,9.29187417
3,homo_sapiens,line,5,292,0.079004329,0.2660076365,0.079004329,0.079004329,0.04217206924,3696,9.282511711
3,homo_sapiens,line,10,427,0.1219651528,0.2847215254,0.1219651528,0.1219651528,0.06204337789,3501,9.282511711
3,homo_sapiens,line,20,402,0.1291773779,0.1796865209,0.1291773779,0.1291773779,0.06760523145,3112,9.282511711
3,homo_sapiens,line,30,388,0.1424899008,0.1898078357,0.1424899008,0.1424899008,0.0853280672,2723,9.282511711
3,homo_sapiens,line,40,324,0.1388174807,0.1933934656,0.1388174807,0.1388174807,0.08267210006,2334,9.282511711
3,homo_sapiens,line,50,270,0.1388174807,0.1653142993,0.1388174807,0.1388174807,0.08894992716,1945,9.282511711
3,homo_sapiens,line,60,256,0.1645244216,0.2070158267,0.1645244216,0.1645244216,0.1068055786,1556,9.282511711
3,homo_sapiens,line,70,178,0.1525278492,0.1944778511,0.1525278492,0.1525278492,0.1014096558,1167,9.282511711
3,homo_sapiens,line,80,137,0.176092545,0.2077047022,0.176092545,0.176092545,0.1016061054,778,9.282511711
3,homo_sapiens,line,90,68,0.1748071979,0.234458705,0.1748071979,0.1748071979,0.09224653159,389,9.282511711
4,homo_sapiens,line,5,300,0.08116883117,0.3553886178,0.08116883117,0.08116883117,0.03546261094,3696,9.538675308
4,homo_sapiens,line,10,354,0.1011139674,0.2490208693,0.1011139674,0.1011139674,0.04669517774,3501,9.538675308
4,homo_sapiens,line,20,399,0.1282133676,0.2139493173,0.1282133676,0.1282133676,0.06221218953,3112,9.538675308
4,homo_sapiens,line,30,373,0.1369812707,0.1779739534,0.1369812707,0.1369812707,0.07961885825,2723,9.538675308
4,homo_sapiens,line,40,337,0.1443873179,0.1993862991,0.1443873179,0.1443873179,0.08753130724,2334,9.538675308
4,homo_sapiens,line,50,281,0.1444730077,0.1856008708,0.1444730077,0.1444730077,0.08768490559,1945,9.538675308
4,homo_sapiens,line,60,239,0.1535989717,0.1897928081,0.1535989717,0.1535989717,0.09650530119,1556,9.538675308
4,homo_sapiens,line,70,173,0.148243359,0.200616884,0.148243359,0.148243359,0.08860709817,1167,9.538675308
4,homo_sapiens,line,80,124,0.1593830334,0.2111056898,0.1593830334,0.1593830334,0.09605145705,778,9.538675308
4,homo_sapiens,line,90,59,0.1516709512,0.1798344329,0.1516709512,0.1516709512,0.1069725668,389,9.538675308
0,blogcatalog,line,5,2079,0.2122078187,0.2497893995,0.2122078187,0.2122078187,0.09972915182,9797,243.8809936
0,blogcatalog,line,10,2301,0.2479258701,0.2318622702,0.2479258701,0.2479258701,0.1248451108,9281,243.8809936
0,blogcatalog,line,20,2119,0.2568484848,0.235877422,0.2568484848,0.2568484848,0.1418412619,8250,243.8809936
0,blogcatalog,line,30,1947,0.2697049453,0.24332877,0.2697049453,0.2697049453,0.1481599946,7219,243.8809936
0,blogcatalog,line,40,1747,0.2823206206,0.2604446088,0.2823206206,0.2823206206,0.1605546995,6188,243.8809936
0,blogcatalog,line,50,1497,0.2903413499,0.2602702762,0.2903413499,0.2903413499,0.1677266907,5156,243.8809936
0,blogcatalog,line,60,1229,0.2979393939,0.2634922441,0.2979393939,0.2979393939,0.1636872112,4125,243.8809936
0,blogcatalog,line,70,952,0.3076923077,0.2918512553,0.3076923077,0.3076923077,0.1774518789,3094,243.8809936
0,blogcatalog,line,80,649,0.3145904023,0.2897164072,0.3145904023,0.3145904023,0.1910363525,2063,243.8809936
0,blogcatalog,line,90,340,0.3294573643,0.3343025309,0.3294573643,0.3294573643,0.1981535748,1032,243.8809936
1,blogcatalog,line,5,2185,0.2230274574,0.2297980043,0.2230274574,0.2230274574,0.1016800054,9797,166.4031496
1,blogcatalog,line,10,2272,0.2448012068,0.2378502152,0.2448012068,0.2448012068,0.1215534007,9281,166.4031496
1,blogcatalog,line,20,2214,0.2683636364,0.2460176605,0.2683636364,0.2683636364,0.1463266472,8250,166.4031496
1,blogcatalog,line,30,2058,0.2850810362,0.2652141609,0.2850810362,0.2850810362,0.1658864469,7219,166.4031496
1,blogcatalog,line,40,1757,0.2839366516,0.2578793159,0.2839366516,0.2839366516,0.1602720841,6188,166.4031496
1,blogcatalog,line,50,1552,0.3010085337,0.2715896981,0.3010085337,0.3010085337,0.1757488615,5156,166.4031496
1,blogcatalog,line,60,1224,0.2967272727,0.2693805377,0.2967272727,0.2967272727,0.1809756081,4125,166.4031496
1,blogcatalog,line,70,982,0.3173884939,0.2967949389,0.3173884939,0.3173884939,0.1871643837,3094,166.4031496
1,blogcatalog,line,80,643,0.3116820165,0.2881440822,0.3116820165,0.3116820165,0.1809286453,2063,166.4031496
1,blogcatalog,line,90,324,0.3139534884,0.3022138681,0.3139534884,0.3139534884,0.1940823612,1032,166.4031496
2,blogcatalog,line,5,2144,0.2188425028,0.212045331,0.2188425028,0.2188425028,0.1057784326,9797,166.1037552
2,blogcatalog,line,10,2267,0.2442624717,0.2425833534,0.2442624717,0.2442624717,0.1240694892,9281,166.1037552
2,blogcatalog,line,20,2205,0.2672727273,0.2505105678,0.2672727273,0.2672727273,0.1453162812,8250,166.1037552
2,blogcatalog,line,30,2059,0.2852195595,0.2785664882,0.2852195595,0.2852195595,0.1687206495,7219,166.1037552
2,blogcatalog,line,40,1777,0.2871687136,0.2744818216,0.2871687136,0.2871687136,0.1664451706,6188,166.1037552
2,blogcatalog,line,50,1552,0.3010085337,0.2763983095,0.3010085337,0.3010085337,0.1816436538,5156,166.1037552
2,blogcatalog,line,60,1261,0.3056969697,0.2749606548,0.3056969697,0.3056969697,0.1808948668,4125,166.1037552
2,blogcatalog,line,70,945,0.3054298643,0.2897034811,0.3054298643,0.3054298643,0.1782715678,3094,166.1037552
2,blogcatalog,line,80,609,0.2952011634,0.2772092192,0.2952011634,0.2952011634,0.1779459715,2063,166.1037552
2,blogcatalog,line,90,323,0.3129844961,0.2935574323,0.3129844961,0.3129844961,0.1914383451,1032,166.1037552
3,blogcatalog,line,5,2115,0.215882413,0.2243312798,0.215882413,0.215882413,0.1026386505,9797,164.8602448
3,blogcatalog,line,10,2213,0.2384441332,0.2636706198,0.2384441332,0.2384441332,0.1260846558,9281,164.8602448
3,blogcatalog,line,20,2108,0.2555151515,0.2410854934,0.2555151515,0.2555151515,0.1324518821,8250,164.8602448
3,blogcatalog,line,30,1988,0.2753844023,0.2541513897,0.2753844023,0.2753844023,0.1570598439,7219,164.8602448
3,blogcatalog,line,40,1798,0.2905623788,0.2721268162,0.2905623788,0.2905623788,0.1691312719,6188,164.8602448
3,blogcatalog,line,50,1532,0.2971295578,0.2722682949,0.2971295578,0.2971295578,0.1738708742,5156,164.8602448
3,blogcatalog,line,60,1254,0.304,0.2757178003,0.304,0.304,0.1894868617,4125,164.8602448
3,blogcatalog,line,70,942,0.3044602456,0.2748231173,0.3044602456,0.3044602456,0.1818174242,3094,164.8602448
3,blogcatalog,line,80,629,0.3048957828,0.2808007406,0.3048957828,0.3048957828,0.1729631389,2063,164.8602448
3,blogcatalog,line,90,336,0.3255813953,0.3345793687,0.3255813953,0.3255813953,0.21009953,1032,164.8602448
4,blogcatalog,line,5,2094,0.2137388997,0.2298128015,0.2137388997,0.2137388997,0.1026625984,9797,164.2683947
4,blogcatalog,line,10,2278,0.2454476888,0.2433640962,0.2454476888,0.2454476888,0.1258750935,9281,164.2683947
4,blogcatalog,line,20,2141,0.2595151515,0.2551823769,0.2595151515,0.2595151515,0.1429988569,8250,164.2683947
4,blogcatalog,line,30,1993,0.276077019,0.2456683143,0.276077019,0.276077019,0.1533121175,7219,164.2683947
4,blogcatalog,line,40,1737,0.2807045895,0.2574970219,0.2807045895,0.2807045895,0.1603966298,6188,164.2683947
4,blogcatalog,line,50,1530,0.2967416602,0.2803493915,0.2967416602,0.2967416602,0.1786704564,5156,164.2683947
4,blogcatalog,line,60,1263,0.3061818182,0.2902736949,0.3061818182,0.3061818182,0.181978256,4125,164.2683947
4,blogcatalog,line,70,969,0.3131868132,0.2855055083,0.3131868132,0.3131868132,0.1847500292,3094,164.2683947
4,blogcatalog,line,80,691,0.3349491032,0.3108684204,0.3349491032,0.3349491032,0.212075531,2063,164.2683947
4,blogcatalog,line,90,322,0.3120155039,0.3018609951,0.3120155039,0.3120155039,0.1778098657,1032,164.2683947
0,wiki,line,5,1328,0.2925754571,0.2759353146,0.2925754571,0.2925754571,0.03539724446,4539,35.6693294
0,wiki,line,10,1300,0.3023255814,0.3112057623,0.3023255814,0.3023255814,0.04808424722,4300,35.6693294
0,wiki,line,20,1180,0.3087388802,0.3219559974,0.3087388802,0.3087388802,0.0537833924,3822,35.6693294
0,wiki,line,30,1018,0.3044258373,0.3157776364,0.3044258373,0.3044258373,0.05057897798,3344,35.6693294
0,wiki,line,40,914,0.3188001395,0.3155321772,0.3188001395,0.3188001395,0.05795696604,2867,35.6693294
0,wiki,line,50,771,0.3227291754,0.3233891556,0.3227291754,0.3227291754,0.0701191307,2389,35.6693294
0,wiki,line,60,601,0.3144950288,0.3183794477,0.3144950288,0.3144950288,0.07229514034,1911,35.6693294
0,wiki,line,70,484,0.3375174338,0.3477614325,0.3375174338,0.3375174338,0.08861733086,1434,35.6693294
0,wiki,line,80,337,0.3525104603,0.356024863,0.3525104603,0.3525104603,0.08532238259,956,35.6693294
0,wiki,line,90,157,0.3284518828,0.3757705799,0.3284518828,0.3284518828,0.1326689059,478,35.6693294
1,wiki,line,5,1375,0.3029301608,0.2964774855,0.3029301608,0.3029301608,0.033585594,4539,23.85441494
1,wiki,line,10,1216,0.2827906977,0.3041976291,0.2827906977,0.2827906977,0.0408837025,4300,23.85441494
1,wiki,line,20,1180,0.3087388802,0.3070629662,0.3087388802,0.3087388802,0.05509845791,3822,23.85441494
1,wiki,line,30,1097,0.3280502392,0.3353548386,0.3280502392,0.3280502392,0.05851566611,3344,23.85441494
1,wiki,line,40,952,0.3320544123,0.341052387,0.3320544123,0.3320544123,0.06347919152,2867,23.85441494
1,wiki,line,50,781,0.3269150272,0.3149174065,0.3269150272,0.3269150272,0.06449034308,2389,23.85441494
1,wiki,line,60,642,0.3359497645,0.3559631286,0.3359497645,0.3359497645,0.0778272568,1911,23.85441494
1,wiki,line,70,496,0.3458856346,0.3491990871,0.3458856346,0.3458856346,0.07802644771,1434,23.85441494
1,wiki,line,80,331,0.3462343096,0.3286060132,0.3462343096,0.3462343096,0.09059928673,956,23.85441494
1,wiki,line,90,150,0.3138075314,0.32217607,0.3138075314,0.3138075314,0.1001877475,478,23.85441494
2,wiki,line,5,1319,0.2905926416,0.3289420029,0.2905926416,0.2905926416,0.03572218347,4539,24.1468513
2,wiki,line,10,1329,0.3090697674,0.3103511476,0.3090697674,0.3090697674,0.04800676721,4300,24.1468513
2,wiki,line,20,1129,0.2953950811,0.297053294,0.2953950811,0.2953950811,0.05153085594,3822,24.1468513
2,wiki,line,30,1018,0.3044258373,0.2936876893,0.3044258373,0.3044258373,0.05604248712,3344,24.1468513
2,wiki,line,40,916,0.3194977328,0.322206352,0.3194977328,0.3194977328,0.05983515495,2867,24.1468513
2,wiki,line,50,790,0.3306822938,0.3347480308,0.3306822938,0.3306822938,0.06379766822,2389,24.1468513
2,wiki,line,60,610,0.3192046049,0.329506208,0.3192046049,0.3192046049,0.06892245362,1911,24.1468513
2,wiki,line,70,496,0.3458856346,0.3699179957,0.3458856346,0.3458856346,0.09051027184,1434,24.1468513
2,wiki,line,80,354,0.370292887,0.3753573414,0.370292887,0.370292887,0.1048476629,956,24.1468513
2,wiki,line,90,160,0.3347280335,0.3421364776,0.3347280335,0.3347280335,0.1057102063,478,24.1468513
3,wiki,line,5,1358,0.2991848425,0.3432075611,0.2991848425,0.2991848425,0.03872952806,4539,25.03684688
3,wiki,line,10,1241,0.2886046512,0.2875821932,0.2886046512,0.2886046512,0.03989846144,4300,25.03684688
3,wiki,line,20,1156,0.3024594453,0.3068419328,0.3024594453,0.3024594453,0.04823736165,3822,25.03684688
3,wiki,line,30,1054,0.3151913876,0.3275463909,0.3151913876,0.3151913876,0.05307127262,3344,25.03684688
3,wiki,line,40,940,0.3278688525,0.3286306929,0.3278688525,0.3278688525,0.06103188463,2867,25.03684688
3,wiki,line,50,799,0.3344495605,0.352612208,0.3344495605,0.3344495605,0.07736108134,2389,25.03684688
3,wiki,line,60,631,0.3301936159,0.3306046936,0.3301936159,0.3301936159,0.0745588364,1911,25.03684688
3,wiki,line,70,467,0.3256624826,0.3414814167,0.3256624826,0.3256624826,0.08546509772,1434,25.03684688
3,wiki,line,80,324,0.3389121339,0.3337112655,0.3389121339,0.3389121339,0.09427823937,956,25.03684688
3,wiki,line,90,169,0.3535564854,0.3445356187,0.3535564854,0.3535564854,0.101393147,478,25.03684688
4,wiki,line,5,1306,0.2877285746,0.3348995972,0.2877285746,0.2877285746,0.03822547452,4539,24.568434
4,wiki,line,10,1244,0.2893023256,0.2950614424,0.2893023256,0.2893023256,0.04299953031,4300,24.568434
4,wiki,line,20,1143,0.2990580848,0.2982996818,0.2990580848,0.2990580848,0.05527951564,3822,24.568434
4,wiki,line,30,1050,0.3139952153,0.3143042917,0.3139952153,0.3139952153,0.05595894527,3344,24.568434
4,wiki,line,40,907,0.316358563,0.3252026954,0.316358563,0.316358563,0.06269983155,2867,24.568434
4,wiki,line,50,774,0.3239849309,0.325886422,0.3239849309,0.3239849309,0.06584155562,2389,24.568434
4,wiki,line,60,633,0.3312401884,0.334765603,0.3312401884,0.3312401884,0.08568573196,1911,24.568434
4,wiki,line,70,471,0.3284518828,0.336322485,0.3284518828,0.3284518828,0.08150809295,1434,24.568434
4,wiki,line,80,330,0.3451882845,0.3460596677,0.3451882845,0.3451882845,0.08423942248,956,24.568434
